order_id;order_date;order_time;quantity;pizza_size;unit_price;pizza_id
138;2015-01-03;11:44:50;1;L;17.95;22
138;2015-01-03;11:44:50;1;L;21.00;25
138;2015-01-03;11:44:50;1;M;16.25;29
139;2015-01-03;11:57:39;1;L;18.50;3
140;2015-01-03;12:26:44;1;S;12.50;7
140;2015-01-03;12:26:44;1;M;16.00;15
141;2015-01-03;13:16:01;1;M;16.00;2
142;2015-01-03;13:33:59;1;M;16.00;11
143;2015-01-03;13:41:36;1;S;12.75;17
143;2015-01-03;13:41:36;1;S;12.00;2
143;2015-01-03;13:41:36;1;L;16.50;1
143;2015-01-03;13:41:36;1;M;16.00;5
143;2015-01-03;13:41:36;1;L;15.25;18
143;2015-01-03;13:41:36;1;S;12.50;7
143;2015-01-03;13:41:36;1;L;20.75;6
143;2015-01-03;13:41:36;1;M;16.00;15
144;2015-01-03;13:44:28;3;M;16.75;8
144;2015-01-03;13:44:28;1;S;12.00;20
144;2015-01-03;13:44:28;1;L;20.75;17
144;2015-01-03;13:44:28;1;M;16.75;19
144;2015-01-03;13:44:28;1;L;18.50;3
144;2015-01-03;13:44:28;1;L;17.95;22
144;2015-01-03;13:44:28;1;S;11.00;31
144;2015-01-03;13:44:28;1;L;20.75;16
144;2015-01-03;13:44:28;1;S;12.75;16
144;2015-01-03;13:44:28;1;L;20.75;13
144;2015-01-03;13:44:28;1;M;16.75;6
144;2015-01-03;13:44:28;1;L;20.25;15
145;2015-01-03;13:53:48;1;S;12.00;9
146;2015-01-03;14:22:10;1;L;20.75;17
146;2015-01-03;14:22:10;1;M;14.75;22
146;2015-01-03;14:22:10;1;M;13.25;1
147;2015-01-03;14:32:51;1;XL;25.50;9
148;2015-01-03;14:40:42;1;S;12.00;26
149;2015-01-03;14:48:45;1;M;16.00;28
150;2015-01-03;14:49:58;1;M;12.50;18
151;2015-01-03;15:09:34;1;L;20.75;16
151;2015-01-03;15:09:34;1;S;12.50;10
152;2015-01-03;15:09:42;1;S;10.50;1
152;2015-01-03;15:09:42;1;L;20.25;28
152;2015-01-03;15:09:42;1;S;12.75;6
152;2015-01-03;15:09:42;1;M;16.00;9
153;2015-01-03;15:16:34;1;M;16.00;5
154;2015-01-03;15:22:43;1;S;12.50;7
155;2015-01-03;15:28:59;1;S;12.75;19
155;2015-01-03;15:28:59;1;L;20.50;23
155;2015-01-03;15:28:59;1;L;15.25;18
155;2015-01-03;15:28:59;1;L;20.75;27
156;2015-01-03;15:42:19;1;M;16.00;23
156;2015-01-03;15:42:19;1;L;20.75;6
157;2015-01-03;15:43:03;1;L;20.75;4
157;2015-01-03;15:43:03;1;M;16.00;26
157;2015-01-03;15:43:03;1;M;16.25;29
157;2015-01-03;15:43:03;1;M;16.50;14
158;2015-01-03;15:54:30;1;M;16.75;25
158;2015-01-03;15:54:30;1;M;16.75;6
159;2015-01-03;15:59:22;1;L;17.95;22
159;2015-01-03;15:59:22;1;M;16.75;6
160;2015-01-03;16:35:33;1;M;16.00;2
161;2015-01-03;16:43:46;1;S;10.50;1
161;2015-01-03;16:43:46;1;M;16.50;13
161;2015-01-03;16:43:46;1;XL;25.50;9
162;2015-01-03;16:51:22;1;S;12.00;20
163;2015-01-03;16:54:54;1;M;13.25;1
163;2015-01-03;16:54:54;1;L;15.25;18
163;2015-01-03;16:54:54;1;M;16.00;9
164;2015-01-03;16:56:33;1;L;20.75;17
164;2015-01-03;16:56:33;1;M;12.50;18
165;2015-01-03;16:57:37;1;M;16.50;7
166;2015-01-03;16:58:51;1;S;12.50;7
167;2015-01-03;17:00:49;1;L;20.75;8
167;2015-01-03;17:00:49;1;M;16.50;4
167;2015-01-03;17:00:49;1;M;12.50;18
168;2015-01-03;17:02:27;1;S;12.00;20
168;2015-01-03;17:02:27;1;M;16.00;15
169;2015-01-03;17:15:48;1;L;17.95;22
169;2015-01-03;17:15:48;1;S;12.00;12
169;2015-01-03;17:15:48;1;M;16.25;29
170;2015-01-03;17:21:31;1;L;16.50;1
171;2015-01-03;17:23:03;1;M;16.00;23
172;2015-01-03;17:29:24;1;S;12.00;23
172;2015-01-03;17:29:24;1;M;16.50;10
172;2015-01-03;17:29:24;1;L;20.75;6
173;2015-01-03;17:35:30;1;M;16.75;17
173;2015-01-03;17:35:30;1;M;16.00;2
173;2015-01-03;17:35:30;1;L;20.25;15
174;2015-01-03;17:37:49;1;S;12.00;20
174;2015-01-03;17:37:49;1;L;20.75;17
174;2015-01-03;17:37:49;1;M;16.75;17
174;2015-01-03;17:37:49;1;M;16.00;12
175;2015-01-03;17:50:51;1;L;20.75;4
176;2015-01-03;17:51:57;1;L;20.75;17
176;2015-01-03;17:51:57;1;M;16.50;27
177;2015-01-03;17:54:36;1;S;12.00;23
177;2015-01-03;17:54:36;1;L;20.75;6
178;2015-01-03;18:15:03;1;L;20.75;27
179;2015-01-03;18:20:14;1;L;16.50;1
179;2015-01-03;18:20:14;1;M;16.25;29
179;2015-01-03;18:20:14;1;S;12.00;15
180;2015-01-03;18:33:34;1;L;20.50;2
180;2015-01-03;18:33:34;1;L;20.75;7
181;2015-01-03;18:49:32;1;L;20.25;5
182;2015-01-03;18:50:10;1;S;23.65;32
182;2015-01-03;18:50:10;1;L;20.75;27
183;2015-01-03;18:54:55;1;M;16.00;23
183;2015-01-03;18:54:55;1;L;20.75;14
183;2015-01-03;18:54:55;1;S;12.50;14
184;2015-01-03;18:59:05;1;L;16.50;1
185;2015-01-03;19:08:33;1;M;16.25;29
185;2015-01-03;19:08:33;1;S;12.50;14
186;2015-01-03;19:36:00;1;L;20.25;5
186;2015-01-03;19:36:00;1;L;20.75;16
186;2015-01-03;19:36:00;1;L;20.75;14
186;2015-01-03;19:36:00;1;L;20.75;6
187;2015-01-03;19:37:12;1;L;18.50;3
187;2015-01-03;19:37:12;1;L;20.75;14
188;2015-01-03;20:08:39;1;L;18.50;3
188;2015-01-03;20:08:39;1;S;9.75;18
188;2015-01-03;20:08:39;1;L;20.75;27
189;2015-01-03;20:12:14;2;S;12.00;20
189;2015-01-03;20:12:14;1;S;12.75;6
190;2015-01-03;20:14:23;1;L;20.75;8
190;2015-01-03;20:14:23;1;M;14.75;22
190;2015-01-03;20:14:23;1;S;11.00;31
190;2015-01-03;20:14:23;1;L;20.75;7
191;2015-01-03;20:24:50;1;L;20.75;17
191;2015-01-03;20:24:50;1;M;16.75;30
192;2015-01-03;20:30:08;1;S;12.25;29
192;2015-01-03;20:30:08;1;L;20.75;16
193;2015-01-03;20:55:47;1;S;12.00;20
193;2015-01-03;20:55:47;1;M;16.75;17
193;2015-01-03;20:55:47;2;L;20.75;30
194;2015-01-03;21:21:24;1;S;12.75;8
195;2015-01-03;21:25:20;1;L;20.75;8
196;2015-01-03;21:40:14;1;S;12.25;29
196;2015-01-03;21:40:14;1;M;16.50;13
196;2015-01-03;21:40:14;1;M;16.00;15
197;2015-01-03;21:47:48;1;L;17.95;22
197;2015-01-03;21:47:48;1;L;20.50;12
197;2015-01-03;21:47:48;1;L;21.00;25
197;2015-01-03;21:47:48;1;L;20.75;21
198;2015-01-03;21:55:42;1;S;12.00;20
198;2015-01-03;21:55:42;1;L;20.75;30
199;2015-01-03;22:10:38;1;M;16.75;30
200;2015-01-03;22:24:05;1;XL;25.50;9
201;2015-01-03;22:29:59;1;M;16.25;24
201;2015-01-03;22:29:59;1;L;20.75;19
201;2015-01-03;22:29:59;1;L;20.75;4
201;2015-01-03;22:29:59;1;XL;25.50;9
202;2015-01-03;22:50:29;1;S;12.75;17
203;2015-01-04;11:30:48;1;L;20.75;17
203;2015-01-04;11:30:48;1;M;16.75;25
203;2015-01-04;11:30:48;1;L;17.50;31
203;2015-01-04;11:30:48;1;S;12.00;9
204;2015-01-04;11:36:25;1;L;20.75;13
205;2015-01-04;11:43:54;1;S;12.75;17
205;2015-01-04;11:43:54;1;M;16.75;30
205;2015-01-04;11:43:54;1;S;12.50;7
206;2015-01-04;11:45:10;1;M;16.00;23
206;2015-01-04;11:45:10;1;S;9.75;18
206;2015-01-04;11:45:10;1;L;20.75;13
207;2015-01-04;12:03:58;1;L;20.75;13
208;2015-01-04;12:12:05;1;L;20.75;8
208;2015-01-04;12:12:05;1;S;12.75;8
208;2015-01-04;12:12:05;1;M;16.75;30
208;2015-01-04;12:12:05;1;M;12.50;18
208;2015-01-04;12:12:05;1;M;16.00;9
209;2015-01-04;12:29:17;1;L;20.75;17
210;2015-01-04;12:34:13;1;S;12.00;28
211;2015-01-04;12:54:20;1;S;9.75;18
212;2015-01-04;13:16:03;1;L;20.50;12
213;2015-01-04;13:20:39;1;L;17.95;22
214;2015-01-04;13:39:16;1;L;20.50;12
214;2015-01-04;13:39:16;1;M;16.50;4
214;2015-01-04;13:39:16;1;S;12.00;5
214;2015-01-04;13:39:16;1;M;16.50;14
215;2015-01-04;13:44:49;1;S;12.00;11
216;2015-01-04;14:31:56;1;M;16.75;8
216;2015-01-04;14:31:56;1;L;18.50;3
216;2015-01-04;14:31:56;1;L;16.50;1
217;2015-01-04;14:35:03;1;M;16.00;2
217;2015-01-04;14:35:03;1;S;12.00;28
218;2015-01-04;14:35:11;1;M;16.50;13
219;2015-01-04;14:42:01;1;L;20.75;8
219;2015-01-04;14:42:01;1;L;18.50;3
219;2015-01-04;14:42:01;1;M;16.50;27
219;2015-01-04;14:42:01;1;M;16.00;28
220;2015-01-04;15:31:59;1;S;10.50;1
220;2015-01-04;15:31:59;1;S;12.00;12
220;2015-01-04;15:31:59;1;L;20.50;23
220;2015-01-04;15:31:59;1;L;20.75;13
221;2015-01-04;15:33:18;1;L;18.50;3
221;2015-01-04;15:33:18;1;M;16.50;7
221;2015-01-04;15:33:18;1;S;12.00;9
222;2015-01-04;15:46:38;1;L;17.95;22
222;2015-01-04;15:46:38;1;S;12.25;29
223;2015-01-04;16:08:20;1;S;11.00;31
224;2015-01-04;16:39:58;1;S;12.75;30
224;2015-01-04;16:39:58;1;M;16.50;4
224;2015-01-04;16:39:58;1;M;16.00;23
224;2015-01-04;16:39:58;1;L;20.75;6
225;2015-01-04;16:41:48;1;L;20.75;8
225;2015-01-04;16:41:48;1;M;16.75;8
225;2015-01-04;16:41:48;1;S;12.75;16
226;2015-01-04;16:59:39;1;L;20.50;2
227;2015-01-04;17:24:39;1;M;16.75;8
227;2015-01-04;17:24:39;1;M;16.00;9
228;2015-01-04;17:31:24;1;S;12.75;25
229;2015-01-04;17:37:57;1;L;21.00;25
229;2015-01-04;17:37:57;1;L;20.75;7
229;2015-01-04;17:37:57;1;S;12.50;14
230;2015-01-04;17:58:38;1;M;16.75;6
231;2015-01-04;18:04:18;1;L;20.75;17
231;2015-01-04;18:04:18;1;S;12.00;23
231;2015-01-04;18:04:18;1;S;12.50;7
232;2015-01-04;18:21:59;1;M;16.75;8
232;2015-01-04;18:21:59;1;L;20.75;10
233;2015-01-04;18:26:51;1;S;12.00;28
234;2015-01-04;18:36:09;1;M;16.75;30
234;2015-01-04;18:36:09;1;S;12.50;4
234;2015-01-04;18:36:09;1;M;16.00;23
235;2015-01-04;18:51:30;1;M;16.75;17
236;2015-01-04;19:21:04;1;L;20.50;2
236;2015-01-04;19:21:04;1;M;16.00;11
237;2015-01-04;19:27:48;1;S;12.00;11
238;2015-01-04;19:45:15;1;L;20.75;14
239;2015-01-04;19:57:52;1;L;20.75;4
239;2015-01-04;19:57:52;1;M;16.75;6
240;2015-01-04;20:10:24;1;M;14.75;22
241;2015-01-04;20:11:25;1;M;16.25;29
241;2015-01-04;20:11:25;1;L;20.75;10
242;2015-01-04;20:15:29;1;M;16.25;24
